"Theme","Topic","Author","Posted","Link","Views_20231031_004750","Replies_20231031_004750","Views_20231031_015158","Replies_20231031_015158","Views_20231031_022741","Replies_20231031_022741","Views_20231031_031928","Replies_20231031_031928","Views_20231031_042056","Replies_20231031_042056","Views_20231031_051905","Replies_20231031_051905","Views_20231031_062213","Replies_20231031_062213","Views_20231031_071800","Replies_20231031_071800","Views_20231031_081935","Replies_20231031_081935","Views_20231031_091848","Replies_20231031_091848","Views_20231031_101945","Replies_20231031_101945","Views_20231031_111806","Replies_20231031_111806","Views_20231031_122612","Replies_20231031_122612","Views_20231031_132046","Replies_20231031_132046","Views_20231031_141702","Replies_20231031_141702","Views_20231031_151901","Replies_20231031_151901","Views_20231031_162109","Replies_20231031_162109","Views_20231031_171817","Replies_20231031_171817","Views_20231031_182050","Replies_20231031_182050","Views_20231031_191830","Replies_20231031_191830","Views_20231031_201700","Replies_20231031_201700","Views_20231031_211731","Replies_20231031_211731","Views_20231031_221521","Replies_20231031_221521","Views_20231031_231808","Replies_20231031_231808"
"Adolescent nutrition","adolescent malnutrition","Anonymous 23844","2018-06-21","https://www.en-net.org/question/3362.aspx",7023,1,7023,1,7023,1,7023,1,7023,1,7023,1,7024,1,7024,1,7024,1,7024,1,7024,1,7024,1,7024,1,7024,1,7025,1,7026,1,7026,1,7026,1,7026,1,7026,1,7026,1,7026,1,7026,1,7027,1
"Adolescent nutrition","adolescent malnutrition","Anonymous 23844","2018-06-21","https://www.en-net.org/question/3363.aspx",7064,1,7064,1,7064,1,7064,1,7064,1,7064,1,7065,1,7065,1,7065,1,7065,1,7065,1,7065,1,7065,1,7065,1,7065,1,7065,1,7065,1,7065,1,7065,1,7065,1,7066,1,7066,1,7066,1,7066,1
"Adolescent nutrition","Adolescent nutrition indicators: which ones should be included in surveys?","Natasha Lelijveld","2022-06-07","https://www.en-net.org/question/4584.aspx",1098,0,1098,0,1098,0,1098,0,1098,0,1098,0,1098,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0,1099,0
"Adolescent nutrition","Adolescent Nutrition Needs during Menstruation Period","Sandra Phiri","2022-11-18","https://www.en-net.org/question/4718.aspx",862,1,862,1,862,1,862,1,862,1,862,1,862,1,863,1,863,1,863,1,864,1,864,1,864,1,864,1,864,1,864,1,864,1,864,1,864,1,864,1,864,1,864,1,864,1,864,1
"Adolescent nutrition","adolescent school age nutrition education","Anonymous 23844","2018-07-04","https://www.en-net.org/question/3373.aspx",6564,1,6564,1,6564,1,6564,1,6564,1,6564,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1,6565,1
"Adolescent nutrition","Adolescent school age nutrition education","Tamsin","2018-08-01","https://www.en-net.org/question/3403.aspx",6578,3,6578,3,6578,3,6578,3,6578,3,6578,3,6579,3,6579,3,6579,3,6579,3,6579,3,6579,3,6579,3,6579,3,6579,3,6579,3,6580,3,6580,3,6580,3,6580,3,6581,3,6581,3,6581,3,6582,3
"Adolescent nutrition","Age group of adolescents","Anonymous 35931","2020-02-15","https://www.en-net.org/question/3853.aspx",5477,1,5477,1,5477,1,5477,1,5477,1,5477,1,5477,1,5478,1,5478,1,5478,1,5478,1,5478,1,5478,1,5478,1,5478,1,5479,1,5479,1,5479,1,5479,1,5479,1,5479,1,5479,1,5479,1,5479,1
"Adolescent nutrition","anthropometry for adolescents?","Emily Mates","2018-06-29","https://www.en-net.org/question/3371.aspx",6822,2,6822,2,6822,2,6822,2,6822,2,6822,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2,6823,2
"Adolescent nutrition","Assessing nutrition knowledge in adolescents","Ursula Truebswasser","2018-07-25","https://www.en-net.org/question/3391.aspx",6869,3,6869,3,6869,3,6869,3,6869,3,6869,3,6870,3,6870,3,6870,3,6870,3,6870,3,6870,3,6870,3,6870,3,6870,3,6870,3,6870,3,6870,3,6871,3,6871,3,6871,3,6871,3,6872,3,6872,3
"Adolescent nutrition","Cut off BMI for adolescents up to 19 years old","Anonymous 35931","2021-08-22","https://www.en-net.org/question/4383.aspx",4253,1,4253,1,4253,1,4253,1,4253,1,4254,1,4254,1,4255,1,4255,1,4255,1,4255,1,4256,1,4256,1,4256,1,4256,1,4256,1,4256,1,4256,1,4256,1,4256,1,4256,1,4256,1,4256,1,4256,1
"Adolescent nutrition","health education intervention among adolescent girls","Anonymous 23844","2018-06-19","https://www.en-net.org/question/3357.aspx",6495,1,6495,1,6495,1,6495,1,6495,1,6495,1,6496,1,6496,1,6496,1,6496,1,6496,1,6496,1,6496,1,6496,1,6496,1,6496,1,6498,1,6498,1,6498,1,6498,1,6498,1,6498,1,6498,1,6501,1
"Adolescent nutrition","Is dietary diversity score-Women a good score for adolescents?","Anonymous 35931","2023-09-07","https://www.en-net.org/question/4933.aspx",256,1,256,1,256,1,256,1,256,1,256,1,256,1,257,1,257,1,257,1,257,1,257,1,257,1,257,1,257,1,257,1,258,1,258,1,258,1,258,1,259,1,259,1,259,1,260,1
"Adolescent nutrition","Is there any example of adolescent inclusive nutrition programming in general and in Covid19 situation in particular?  - COVID-19","Aisha Fatima","2020-06-12","https://www.en-net.org/question/4006.aspx",5797,1,5797,1,5797,1,5797,1,5797,1,5797,1,5797,1,5798,1,5798,1,5798,1,5798,1,5799,1,5799,1,5799,1,5799,1,5799,1,5799,1,5800,1,5800,1,5800,1,5800,1,5800,1,5800,1,5801,1
"Adolescent nutrition","Launch of research on adolescent health and nutrition","Jo Lofthouse","2018-05-23","https://www.en-net.org/question/3330.aspx",6949,0,6949,0,6949,0,6949,0,6949,0,6949,0,6950,0,6950,0,6950,0,6950,0,6950,0,6950,0,6950,0,6950,0,6950,0,6950,0,6950,0,6950,0,6950,0,6950,0,6951,0,6951,0,6951,0,6952,0
"Adolescent nutrition","MUAC tape for adults and adolescents","Ikechukwu Eberendu","2018-09-27","https://www.en-net.org/question/3455.aspx",6795,1,6795,1,6795,1,6795,1,6795,1,6795,1,6796,1,6797,1,6797,1,6797,1,6797,1,6797,1,6797,1,6797,1,6797,1,6797,1,6797,1,6797,1,6797,1,6797,1,6797,1,6798,1,6799,1,6799,1
"Adolescent nutrition","Question arising from the ENN webinar:","Stephanie Wrottesley","2021-03-03","https://www.en-net.org/question/4226.aspx",4430,1,4430,1,4430,1,4430,1,4430,1,4430,1,4430,1,4431,1,4431,1,4431,1,4431,1,4431,1,4431,1,4431,1,4431,1,4431,1,4431,1,4431,1,4431,1,4431,1,4431,1,4431,1,4431,1,4432,1
"Adolescent nutrition","Reaching out of school adolescents","Emily Mates","2018-06-18","https://www.en-net.org/question/3355.aspx",7384,3,7384,3,7384,3,7384,3,7384,3,7384,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3,7385,3
"Adolescent nutrition","Research prioritisation exercise for nutrition of school-aged children and adolescents using the CHNRI methodology.","Tamsin","2021-07-20","https://www.en-net.org/question/4358.aspx",4799,0,4799,0,4799,0,4799,0,4799,0,4799,0,4799,0,4800,0,4800,0,4800,0,4800,0,4800,0,4800,0,4800,0,4800,0,4800,0,4800,0,4800,0,4800,0,4800,0,4800,0,4801,0,4801,0,4801,0
"Adolescent nutrition","Stages of adolescence","Anonymous 35931","2023-02-08","https://www.en-net.org/question/4779.aspx",622,1,622,1,622,1,622,1,622,1,622,1,622,1,623,1,623,1,623,1,623,1,623,1,623,1,623,1,623,1,623,1,624,1,624,1,624,1,624,1,624,1,624,1,624,1,624,1
"Adolescent nutrition","Teen/adolescent pregnancy and under-nutrition","Anne Holmes","2018-06-19","https://www.en-net.org/question/3358.aspx",6960,1,6960,1,6960,1,6960,1,6960,1,6960,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1,6961,1
"Adolescent nutrition","The Effect of Unplanned Pregnancy among Women Collage in Wadajir Distract Moqdisho Somalia","Mohamed Hassan Mohamed","2021-02-01","https://www.en-net.org/question/4190.aspx",4631,0,4631,0,4631,0,4631,0,4631,0,4631,0,4631,0,4632,0,4632,0,4632,0,4632,0,4632,0,4632,0,4632,0,4632,0,4632,0,4633,0,4633,0,4634,0,4634,0,4634,0,4635,0,4636,0,4637,0
"Adolescent nutrition","Webinar question: 'enabling environments' for adolescent health and nutrition","Stephanie Wrottesley","2021-03-03","https://www.en-net.org/question/4227.aspx",4687,2,4687,2,4687,2,4687,2,4687,2,4687,2,4687,2,4688,2,4688,2,4688,2,4688,2,4688,2,4688,2,4688,2,4688,2,4692,2,4692,2,4692,2,4692,2,4692,2,4692,2,4692,2,4692,2,4693,2
"Adolescent nutrition","Webinar question: Are there guidelines for the use of food and nutrition in prevention and management of NCDs in adolescence in the context of school and at home?","NATASHA LELIJVELD","2021-03-04","https://www.en-net.org/question/4230.aspx",4824,1,4824,1,4824,1,4824,1,4824,1,4824,1,4824,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1,4825,1
"Adolescent nutrition","Webinar question: can anyone share guidance to measure the dietary diversity for adolescents ?","Natasha Lelijveld","2021-03-09","https://www.en-net.org/question/4238.aspx",4410,0,4410,0,4410,0,4410,0,4410,0,4410,0,4410,0,4411,0,4411,0,4411,0,4411,0,4411,0,4411,0,4411,0,4411,0,4411,0,4413,0,4414,0,4414,0,4414,0,4414,0,4414,0,4414,0,4419,0
"Adolescent nutrition","Webinar question: Can you comment on how participatory activities for designing adolescent nutrition solutions can consider the gender and religious influences on adolescent nutrition ?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4255.aspx",5309,5,5309,5,5309,5,5309,5,5309,5,5309,5,5309,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5,5310,5
"Adolescent nutrition","Webinar question: Could the appeal for using social media for improving nutrition knowledge and practices be different in urban areas vs. rural areas?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4254.aspx",4551,0,4551,0,4551,0,4551,0,4551,0,4551,0,4551,0,4552,0,4552,0,4552,0,4552,0,4552,0,4553,0,4553,0,4553,0,4555,0,4555,0,4555,0,4555,0,4555,0,4555,0,4555,0,4555,0,4558,0
"Adolescent nutrition","Webinar question: Given that our school curricular are loaded already, how best can nutrition education be dispensed in schools? What best practice evidence is there?","Stephanie Wrottesley","2021-03-11","https://www.en-net.org/question/4244.aspx",5810,7,5810,7,5810,7,5810,7,5810,7,5810,7,5810,7,5811,7,5811,7,5811,7,5811,7,5811,7,5811,7,5811,7,5811,7,5811,7,5811,7,5811,7,5811,7,5811,7,5811,7,5811,7,5812,7,5812,7
"Adolescent nutrition","Webinar question: How can an ethnographic, participatory approach to adolescent intervention be scaleable?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4253.aspx",4688,1,4688,1,4688,1,4688,1,4688,1,4688,1,4688,1,4689,1,4689,1,4689,1,4689,1,4689,1,4689,1,4689,1,4689,1,4689,1,4689,1,4689,1,4690,1,4690,1,4690,1,4690,1,4690,1,4690,1
"Adolescent nutrition","Webinar question: I would be interested to know about any work or insights into eating disorders amongst adolescents in LMICs?","Stephanie Wrottesley","2021-03-05","https://www.en-net.org/question/4234.aspx",4353,0,4353,0,4353,0,4353,0,4353,0,4353,0,4353,0,4354,0,4354,0,4354,0,4354,0,4354,0,4354,0,4354,0,4354,0,4354,0,4354,0,4355,0,4355,0,4355,0,4355,0,4355,0,4355,0,4355,0
"Adolescent nutrition","Webinar question: Is there any attempt to use MUAC for adolescent?","NATASHA LELIJVELD","2021-03-02","https://www.en-net.org/question/4219.aspx",4803,1,4803,1,4803,1,4804,1,4804,1,4804,1,4804,1,4805,1,4805,1,4805,1,4805,1,4805,1,4805,1,4805,1,4805,1,4805,1,4805,1,4805,1,4805,1,4805,1,4805,1,4805,1,4805,1,4806,1
"Adolescent nutrition","Webinar question: Is there information, or any studies, on nutrition status among adolescents living with HIV?","Stephanie Wrottesley","2021-03-05","https://www.en-net.org/question/4233.aspx",4363,0,4363,0,4363,0,4363,0,4363,0,4363,0,4363,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0,4364,0
"Adolescent nutrition","Webinar question: What major interventions should we focus on to improve adolescent nutrition?","Natasha Lelijveld","2021-03-09","https://www.en-net.org/question/4239.aspx",4781,1,4781,1,4781,1,4781,1,4781,1,4781,1,4781,1,4782,1,4782,1,4782,1,4782,1,4782,1,4782,1,4782,1,4783,1,4784,1,4784,1,4784,1,4785,1,4785,1,4785,1,4785,1,4785,1,4786,1
"Adolescent nutrition","Webinar question: What promising practices or evidence-based approaches have been effective in addressing adolescent anaemia?","NATASHA LELIJVELD","2021-03-04","https://www.en-net.org/question/4229.aspx",4627,1,4627,1,4627,1,4627,1,4627,1,4627,1,4627,1,4628,1,4628,1,4628,1,4628,1,4628,1,4628,1,4628,1,4628,1,4628,1,4628,1,4628,1,4628,1,4628,1,4629,1,4629,1,4629,1,4629,1
