"Theme","Topic","Author","Posted","Link","Views_20230120_004818","Replies_20230120_004818","Views_20230120_021935","Replies_20230120_021935","Views_20230120_031617","Replies_20230120_031617","Views_20230120_041423","Replies_20230120_041423","Views_20230120_051223","Replies_20230120_051223","Views_20230120_061517","Replies_20230120_061517","Views_20230120_071225","Replies_20230120_071225","Views_20230120_081519","Replies_20230120_081519","Views_20230120_091308","Replies_20230120_091308","Views_20230120_101313","Replies_20230120_101313","Views_20230120_111122","Replies_20230120_111122","Views_20230120_122100","Replies_20230120_122100","Views_20230120_132056","Replies_20230120_132056","Views_20230120_141139","Replies_20230120_141139","Views_20230120_151254","Replies_20230120_151254","Views_20230120_161526","Replies_20230120_161526","Views_20230120_171231","Replies_20230120_171231","Views_20230120_181502","Replies_20230120_181502","Views_20230120_191046","Replies_20230120_191046","Views_20230120_201309","Replies_20230120_201309","Views_20230120_211112","Replies_20230120_211112","Views_20230120_221234","Replies_20230120_221234"
"Adolescent nutrition","adolescent malnutrition","Anonymous 23844","2018-06-21","https://www.en-net.org/question/3362.aspx",6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1,6492,1
"Adolescent nutrition","adolescent malnutrition","Anonymous 23844","2018-06-21","https://www.en-net.org/question/3363.aspx",6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6549,1,6550,1
"Adolescent nutrition","Adolescent nutrition indicators: which ones should be included in surveys?","Natasha Lelijveld","2022-06-07","https://www.en-net.org/question/4584.aspx",549,0,549,0,549,0,549,0,549,0,549,0,549,0,550,0,550,0,550,0,550,0,551,0,551,0,551,0,551,0,551,0,552,0,552,0,552,0,552,0,552,0,553,0
"Adolescent nutrition","Adolescent Nutrition Needs during Menstruation Period","Sandra Phiri","2022-11-18","https://www.en-net.org/question/4718.aspx",308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1,308,1
"Adolescent nutrition","adolescent school age nutrition education","Anonymous 23844","2018-07-04","https://www.en-net.org/question/3373.aspx",6068,1,6068,1,6068,1,6068,1,6068,1,6068,1,6068,1,6068,1,6068,1,6068,1,6068,1,6068,1,6068,1,6068,1,6068,1,6069,1,6069,1,6069,1,6069,1,6069,1,6069,1,6069,1
"Adolescent nutrition","Adolescent school age nutrition education","Tamsin","2018-08-01","https://www.en-net.org/question/3403.aspx",6098,3,6098,3,6098,3,6098,3,6098,3,6098,3,6098,3,6098,3,6098,3,6098,3,6098,3,6098,3,6098,3,6099,3,6099,3,6099,3,6099,3,6099,3,6099,3,6099,3,6099,3,6099,3
"Adolescent nutrition","Age group of adolescents","Anonymous 35931","2020-02-15","https://www.en-net.org/question/3853.aspx",4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1,4955,1
"Adolescent nutrition","anthropometry for adolescents?","Emily Mates","2018-06-29","https://www.en-net.org/question/3371.aspx",6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6324,2,6325,2,6326,2
"Adolescent nutrition","Assessing nutrition knowledge in adolescents","Ursula Truebswasser","2018-07-25","https://www.en-net.org/question/3391.aspx",6373,3,6373,3,6373,3,6373,3,6373,3,6373,3,6373,3,6373,3,6373,3,6373,3,6373,3,6373,3,6374,3,6374,3,6374,3,6374,3,6374,3,6374,3,6374,3,6374,3,6374,3,6374,3
"Adolescent nutrition","Cut off BMI for adolescents up to 19 years old","Anonymous 35931","2021-08-22","https://www.en-net.org/question/4383.aspx",3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1,3725,1
"Adolescent nutrition","health education intervention among adolescent girls","Anonymous 23844","2018-06-19","https://www.en-net.org/question/3357.aspx",5983,1,5983,1,5983,1,5983,1,5983,1,5983,1,5983,1,5983,1,5983,1,5983,1,5983,1,5983,1,5983,1,5984,1,5984,1,5984,1,5984,1,5984,1,5984,1,5984,1,5984,1,5984,1
"Adolescent nutrition","Is there any example of adolescent inclusive nutrition programming in general and in Covid19 situation in particular?  - COVID-19","Aisha Fatima","2020-06-12","https://www.en-net.org/question/4006.aspx",5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1,5277,1
"Adolescent nutrition","Launch of research on adolescent health and nutrition","Jo Lofthouse","2018-05-23","https://www.en-net.org/question/3330.aspx",6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0,6400,0
"Adolescent nutrition","MUAC tape for adults and adolescents","Ikechukwu Eberendu","2018-09-27","https://www.en-net.org/question/3455.aspx",6300,1,6300,1,6300,1,6301,1,6301,1,6301,1,6301,1,6301,1,6301,1,6301,1,6301,1,6301,1,6301,1,6301,1,6301,1,6302,1,6302,1,6302,1,6302,1,6302,1,6302,1,6302,1
"Adolescent nutrition","Question arising from the ENN webinar:","Stephanie Wrottesley","2021-03-03","https://www.en-net.org/question/4226.aspx",3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3954,1,3955,1,3955,1,3955,1
"Adolescent nutrition","Reaching out of school adolescents","Emily Mates","2018-06-18","https://www.en-net.org/question/3355.aspx",6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3,6775,3
"Adolescent nutrition","Research prioritisation exercise for nutrition of school-aged children and adolescents using the CHNRI methodology.","Tamsin","2021-07-20","https://www.en-net.org/question/4358.aspx",4283,0,4283,0,4283,0,4283,0,4283,0,4283,0,4283,0,4283,0,4283,0,4283,0,4284,0,4284,0,4284,0,4284,0,4284,0,4284,0,4284,0,4284,0,4284,0,4284,0,4284,0,4284,0
"Adolescent nutrition","Teen/adolescent pregnancy and under-nutrition","Anne Holmes","2018-06-19","https://www.en-net.org/question/3358.aspx",6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1,6360,1
"Adolescent nutrition","The Effect of Unplanned Pregnancy among Women Collage in Wadajir Distract Moqdisho Somalia","Mohamed Hassan Mohamed","2021-02-01","https://www.en-net.org/question/4190.aspx",4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4177,0,4178,0
"Adolescent nutrition","Webinar question: 'enabling environments' for adolescent health and nutrition","Stephanie Wrottesley","2021-03-03","https://www.en-net.org/question/4227.aspx",4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2,4215,2
