"Theme","Topic","Author","Posted","Link","Views_20230817_004247","Replies_20230817_004247","Views_20230817_014549","Replies_20230817_014549","Views_20230817_022025","Replies_20230817_022025","Views_20230817_031633","Replies_20230817_031633","Views_20230817_041723","Replies_20230817_041723","Views_20230817_051615","Replies_20230817_051615","Views_20230817_061858","Replies_20230817_061858","Views_20230817_071609","Replies_20230817_071609","Views_20230817_081909","Replies_20230817_081909","Views_20230817_091640","Replies_20230817_091640","Views_20230817_101645","Replies_20230817_101645","Views_20230817_111500","Replies_20230817_111500","Views_20230817_122212","Replies_20230817_122212","Views_20230817_131742","Replies_20230817_131742","Views_20230817_141555","Replies_20230817_141555","Views_20230817_151607","Replies_20230817_151607","Views_20230817_161820","Replies_20230817_161820","Views_20230817_171526","Replies_20230817_171526","Views_20230817_181833","Replies_20230817_181833","Views_20230817_191506","Replies_20230817_191506","Views_20230817_201657","Replies_20230817_201657","Views_20230817_211539","Replies_20230817_211539","Views_20230817_221537","Replies_20230817_221537","Views_20230817_231605","Replies_20230817_231605"
"Adolescent nutrition","adolescent malnutrition","Anonymous 23844","2018-06-21","https://www.en-net.org/question/3362.aspx",6881,1,6881,1,6881,1,6881,1,6881,1,6881,1,6881,1,6881,1,6881,1,6881,1,6881,1,6882,1,6883,1,6883,1,6883,1,6883,1,6883,1,6883,1,6883,1,6883,1,6883,1,6884,1,6884,1,6885,1
"Adolescent nutrition","adolescent malnutrition","Anonymous 23844","2018-06-21","https://www.en-net.org/question/3363.aspx",6913,1,6913,1,6913,1,6913,1,6913,1,6913,1,6913,1,6913,1,6913,1,6913,1,6913,1,6914,1,6914,1,6914,1,6914,1,6914,1,6914,1,6914,1,6914,1,6914,1,6914,1,6914,1,6914,1,6914,1
"Adolescent nutrition","Adolescent nutrition indicators: which ones should be included in surveys?","Natasha Lelijveld","2022-06-07","https://www.en-net.org/question/4584.aspx",933,0,933,0,933,0,933,0,933,0,933,0,933,0,933,0,933,0,933,0,933,0,933,0,934,0,934,0,934,0,934,0,934,0,934,0,934,0,934,0,934,0,934,0,934,0,934,0
"Adolescent nutrition","Adolescent Nutrition Needs during Menstruation Period","Sandra Phiri","2022-11-18","https://www.en-net.org/question/4718.aspx",698,1,698,1,698,1,699,1,700,1,700,1,700,1,700,1,701,1,701,1,701,1,701,1,702,1,702,1,702,1,702,1,702,1,702,1,702,1,702,1,702,1,702,1,702,1,702,1
"Adolescent nutrition","adolescent school age nutrition education","Anonymous 23844","2018-07-04","https://www.en-net.org/question/3373.aspx",6411,1,6411,1,6411,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6412,1,6413,1,6413,1,6413,1,6413,1,6413,1,6414,1,6414,1,6414,1,6414,1,6414,1,6414,1,6414,1,6414,1
"Adolescent nutrition","Adolescent school age nutrition education","Tamsin","2018-08-01","https://www.en-net.org/question/3403.aspx",6443,3,6443,3,6443,3,6443,3,6443,3,6444,3,6444,3,6444,3,6444,3,6444,3,6444,3,6445,3,6445,3,6445,3,6445,3,6445,3,6445,3,6445,3,6445,3,6445,3,6445,3,6445,3,6445,3,6445,3
"Adolescent nutrition","Age group of adolescents","Anonymous 35931","2020-02-15","https://www.en-net.org/question/3853.aspx",5330,1,5330,1,5330,1,5330,1,5330,1,5330,1,5330,1,5330,1,5330,1,5331,1,5331,1,5331,1,5332,1,5332,1,5333,1,5333,1,5333,1,5333,1,5333,1,5334,1,5334,1,5334,1,5334,1,5334,1
"Adolescent nutrition","anthropometry for adolescents?","Emily Mates","2018-06-29","https://www.en-net.org/question/3371.aspx",6683,2,6683,2,6683,2,6683,2,6683,2,6683,2,6684,2,6684,2,6684,2,6684,2,6684,2,6685,2,6685,2,6685,2,6685,2,6685,2,6685,2,6685,2,6685,2,6685,2,6685,2,6685,2,6685,2,6685,2
"Adolescent nutrition","Assessing nutrition knowledge in adolescents","Ursula Truebswasser","2018-07-25","https://www.en-net.org/question/3391.aspx",6715,3,6715,3,6715,3,6715,3,6715,3,6715,3,6715,3,6716,3,6716,3,6716,3,6716,3,6717,3,6717,3,6717,3,6717,3,6717,3,6718,3,6718,3,6718,3,6718,3,6718,3,6718,3,6718,3,6718,3
"Adolescent nutrition","Cut off BMI for adolescents up to 19 years old","Anonymous 35931","2021-08-22","https://www.en-net.org/question/4383.aspx",4079,1,4080,1,4080,1,4081,1,4081,1,4083,1,4083,1,4083,1,4083,1,4083,1,4083,1,4083,1,4084,1,4084,1,4084,1,4084,1,4084,1,4085,1,4085,1,4085,1,4085,1,4085,1,4085,1,4085,1
"Adolescent nutrition","health education intervention among adolescent girls","Anonymous 23844","2018-06-19","https://www.en-net.org/question/3357.aspx",6354,1,6354,1,6355,1,6355,1,6355,1,6355,1,6355,1,6355,1,6355,1,6355,1,6355,1,6356,1,6356,1,6356,1,6356,1,6356,1,6356,1,6356,1,6356,1,6357,1,6357,1,6357,1,6357,1,6357,1
"Adolescent nutrition","Is there any example of adolescent inclusive nutrition programming in general and in Covid19 situation in particular?  - COVID-19","Aisha Fatima","2020-06-12","https://www.en-net.org/question/4006.aspx",5633,1,5633,1,5633,1,5633,1,5633,1,5633,1,5633,1,5633,1,5633,1,5634,1,5634,1,5634,1,5635,1,5635,1,5635,1,5636,1,5636,1,5636,1,5636,1,5637,1,5637,1,5637,1,5637,1,5637,1
"Adolescent nutrition","Launch of research on adolescent health and nutrition","Jo Lofthouse","2018-05-23","https://www.en-net.org/question/3330.aspx",6808,0,6808,0,6808,0,6808,0,6808,0,6808,0,6808,0,6808,0,6808,0,6808,0,6808,0,6809,0,6809,0,6809,0,6809,0,6809,0,6809,0,6809,0,6809,0,6809,0,6809,0,6809,0,6809,0,6809,0
"Adolescent nutrition","MUAC tape for adults and adolescents","Ikechukwu Eberendu","2018-09-27","https://www.en-net.org/question/3455.aspx",6655,1,6655,1,6655,1,6655,1,6655,1,6655,1,6655,1,6656,1,6656,1,6656,1,6656,1,6657,1,6657,1,6657,1,6657,1,6657,1,6657,1,6657,1,6657,1,6657,1,6657,1,6657,1,6657,1,6657,1
"Adolescent nutrition","Question arising from the ENN webinar:","Stephanie Wrottesley","2021-03-03","https://www.en-net.org/question/4226.aspx",4289,1,4289,1,4289,1,4289,1,4289,1,4289,1,4289,1,4289,1,4290,1,4290,1,4290,1,4290,1,4291,1,4291,1,4291,1,4291,1,4291,1,4291,1,4291,1,4291,1,4291,1,4291,1,4291,1,4291,1
"Adolescent nutrition","Reaching out of school adolescents","Emily Mates","2018-06-18","https://www.en-net.org/question/3355.aspx",7215,3,7216,3,7216,3,7216,3,7216,3,7216,3,7216,3,7216,3,7216,3,7216,3,7216,3,7217,3,7217,3,7217,3,7217,3,7217,3,7217,3,7217,3,7217,3,7217,3,7218,3,7218,3,7218,3,7218,3
"Adolescent nutrition","Research prioritisation exercise for nutrition of school-aged children and adolescents using the CHNRI methodology.","Tamsin","2021-07-20","https://www.en-net.org/question/4358.aspx",4634,0,4634,0,4634,0,4634,0,4634,0,4634,0,4634,0,4634,0,4634,0,4634,0,4634,0,4634,0,4635,0,4635,0,4635,0,4635,0,4635,0,4635,0,4635,0,4635,0,4635,0,4636,0,4636,0,4636,0
"Adolescent nutrition","Stages of adolescence","Anonymous 35931","2023-02-08","https://www.en-net.org/question/4779.aspx",454,1,454,1,454,1,454,1,455,1,455,1,455,1,455,1,455,1,455,1,456,1,456,1,457,1,457,1,457,1,457,1,457,1,457,1,457,1,458,1,458,1,458,1,458,1,458,1
"Adolescent nutrition","Teen/adolescent pregnancy and under-nutrition","Anne Holmes","2018-06-19","https://www.en-net.org/question/3358.aspx",6802,1,6802,1,6802,1,6802,1,6802,1,6802,1,6802,1,6803,1,6803,1,6803,1,6803,1,6804,1,6804,1,6804,1,6804,1,6804,1,6804,1,6804,1,6804,1,6804,1,6804,1,6804,1,6804,1,6804,1
"Adolescent nutrition","The Effect of Unplanned Pregnancy among Women Collage in Wadajir Distract Moqdisho Somalia","Mohamed Hassan Mohamed","2021-02-01","https://www.en-net.org/question/4190.aspx",4501,0,4501,0,4501,0,4501,0,4501,0,4501,0,4501,0,4501,0,4501,0,4501,0,4501,0,4501,0,4503,0,4503,0,4503,0,4503,0,4503,0,4503,0,4503,0,4503,0,4503,0,4504,0,4504,0,4504,0
"Adolescent nutrition","Webinar question: 'enabling environments' for adolescent health and nutrition","Stephanie Wrottesley","2021-03-03","https://www.en-net.org/question/4227.aspx",4548,2,4548,2,4548,2,4548,2,4549,2,4549,2,4549,2,4549,2,4549,2,4549,2,4549,2,4549,2,4550,2,4550,2,4550,2,4550,2,4550,2,4550,2,4550,2,4550,2,4551,2,4551,2,4551,2,4551,2
"Adolescent nutrition","Webinar question: Are there guidelines for the use of food and nutrition in prevention and management of NCDs in adolescence in the context of school and at home?","NATASHA LELIJVELD","2021-03-04","https://www.en-net.org/question/4230.aspx",4677,1,4677,1,4677,1,4677,1,4677,1,4677,1,4677,1,4677,1,4678,1,4678,1,4678,1,4678,1,4679,1,4679,1,4679,1,4679,1,4679,1,4679,1,4679,1,4679,1,4680,1,4680,1,4680,1,4680,1
