"Theme","Topic","Author","Posted","Link","Views_20240526_005912","Replies_20240526_005912","Views_20240526_021222","Replies_20240526_021222","Views_20240526_024113","Replies_20240526_024113","Views_20240526_032339","Replies_20240526_032339","Views_20240526_042434","Replies_20240526_042434","Views_20240526_052314","Replies_20240526_052314","Views_20240526_062636","Replies_20240526_062636","Views_20240526_072403","Replies_20240526_072403","Views_20240526_082411","Replies_20240526_082411","Views_20240526_092320","Replies_20240526_092320","Views_20240526_102314","Replies_20240526_102314","Views_20240526_112309","Replies_20240526_112309","Views_20240526_122926","Replies_20240526_122926","Views_20240526_132321","Replies_20240526_132321","Views_20240526_142108","Replies_20240526_142108","Views_20240526_152506","Replies_20240526_152506","Views_20240526_162438","Replies_20240526_162438","Views_20240526_172305","Replies_20240526_172305"
"Adolescent nutrition","adolescent malnutrition","Anonymous 23844","2018-06-21","https://www.en-net.org/question/3362.aspx",7406,1,7406,1,7406,1,7408,1,7409,1,7409,1,7409,1,7411,1,7411,1,7411,1,7411,1,7411,1,7411,1,7411,1,7411,1,7411,1,7411,1,7411,1
"Adolescent nutrition","adolescent malnutrition","Anonymous 23844","2018-06-21","https://www.en-net.org/question/3363.aspx",7429,1,7429,1,7429,1,7431,1,7432,1,7432,1,7432,1,7434,1,7434,1,7434,1,7434,1,7434,1,7434,1,7434,1,7434,1,7434,1,7434,1,7434,1
"Adolescent nutrition","Adolescent nutrition indicators: which ones should be included in surveys?","Natasha Lelijveld","2022-06-07","https://www.en-net.org/question/4584.aspx",1466,0,1466,0,1466,0,1466,0,1466,0,1466,0,1467,0,1467,0,1467,0,1467,0,1469,0,1469,0,1469,0,1469,0,1469,0,1469,0,1469,0,1469,0
"Adolescent nutrition","Adolescent Nutrition Needs during Menstruation Period","Sandra Phiri","2022-11-18","https://www.en-net.org/question/4718.aspx",1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1,1239,1
"Adolescent nutrition","adolescent school age nutrition education","Anonymous 23844","2018-07-04","https://www.en-net.org/question/3373.aspx",6911,1,6911,1,6911,1,6911,1,6911,1,6911,1,6911,1,6911,1,6912,1,6912,1,6912,1,6912,1,6913,1,6913,1,6913,1,6913,1,6913,1,6913,1
"Adolescent nutrition","Adolescent school age nutrition education","Tamsin","2018-08-01","https://www.en-net.org/question/3403.aspx",6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3,6943,3
"Adolescent nutrition","Adolescent-Friendly ANC in Pakistan - RFP for Formative Research","Jen","2024-02-12","https://www.en-net.org/question/5012.aspx",361,0,361,0,361,0,361,0,361,0,361,0,361,0,361,0,361,0,361,0,361,0,361,0,361,0,361,0,361,0,361,0,361,0,361,0
"Adolescent nutrition","Age group of adolescents","Anonymous 35931","2020-02-15","https://www.en-net.org/question/3853.aspx",5978,1,5978,1,5978,1,5978,1,5978,1,5978,1,5978,1,5978,1,5978,1,5979,1,5979,1,5979,1,5979,1,5979,1,5979,1,5980,1,5980,1,5980,1
"Adolescent nutrition","anthropometry for adolescents?","Emily Mates","2018-06-29","https://www.en-net.org/question/3371.aspx",7262,2,7262,2,7262,2,7262,2,7262,2,7263,2,7263,2,7263,2,7263,2,7263,2,7263,2,7263,2,7263,2,7263,2,7263,2,7263,2,7263,2,7263,2
"Adolescent nutrition","Assessing nutrition knowledge in adolescents","Ursula Truebswasser","2018-07-25","https://www.en-net.org/question/3391.aspx",7297,3,7297,3,7297,3,7297,3,7297,3,7297,3,7297,3,7297,3,7297,3,7297,3,7297,3,7297,3,7297,3,7297,3,7298,3,7298,3,7299,3,7299,3
"Adolescent nutrition","Cut off BMI for adolescents up to 19 years old","Anonymous 35931","2021-08-22","https://www.en-net.org/question/4383.aspx",4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1,4617,1
"Adolescent nutrition","health education intervention among adolescent girls","Anonymous 23844","2018-06-19","https://www.en-net.org/question/3357.aspx",6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1,6921,1
"Adolescent nutrition","Is dietary diversity score-Women a good score for adolescents?","Anonymous 35931","2023-09-07","https://www.en-net.org/question/4933.aspx",673,1,673,1,673,1,673,1,673,1,673,1,673,1,673,1,673,1,673,1,673,1,673,1,673,1,673,1,673,1,673,1,673,1,673,1
"Adolescent nutrition","Is there any example of adolescent inclusive nutrition programming in general and in Covid19 situation in particular?  - COVID-19","Aisha Fatima","2020-06-12","https://www.en-net.org/question/4006.aspx",6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1,6224,1
"Adolescent nutrition","Launch of research on adolescent health and nutrition","Jo Lofthouse","2018-05-23","https://www.en-net.org/question/3330.aspx",7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0,7324,0
"Adolescent nutrition","Mobilisation strategy to achieve adolescents targets","Najma ayub","2024-02-05","https://www.en-net.org/question/5008.aspx",427,4,427,4,427,4,427,4,427,4,427,4,427,4,427,4,427,4,427,4,427,4,427,4,427,4,427,4,427,4,427,4,427,4,427,4
"Adolescent nutrition","MUAC tape for adults and adolescents","Ikechukwu Eberendu","2018-09-27","https://www.en-net.org/question/3455.aspx",7219,1,7219,1,7219,1,7219,1,7219,1,7219,1,7219,1,7219,1,7220,1,7220,1,7220,1,7220,1,7220,1,7220,1,7220,1,7220,1,7220,1,7220,1
"Adolescent nutrition","Question arising from the ENN webinar:","Stephanie Wrottesley","2021-03-03","https://www.en-net.org/question/4226.aspx",4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4776,1,4777,1
"Adolescent nutrition","Reaching out of school adolescents","Emily Mates","2018-06-18","https://www.en-net.org/question/3355.aspx",7848,3,7848,3,7848,3,7848,3,7849,3,7849,3,7849,3,7849,3,7849,3,7849,3,7849,3,7849,3,7849,3,7849,3,7849,3,7849,3,7849,3,7849,3
"Adolescent nutrition","Research prioritisation exercise for nutrition of school-aged children and adolescents using the CHNRI methodology.","Tamsin","2021-07-20","https://www.en-net.org/question/4358.aspx",5146,0,5146,0,5146,0,5147,0,5148,0,5148,0,5148,0,5149,0,5149,0,5149,0,5149,0,5149,0,5149,0,5149,0,5149,0,5150,0,5151,0,5151,0
"Adolescent nutrition","Stages of adolescence","Anonymous 35931","2023-02-08","https://www.en-net.org/question/4779.aspx",1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1,1111,1
"Adolescent nutrition","Teen/adolescent pregnancy and under-nutrition","Anne Holmes","2018-06-19","https://www.en-net.org/question/3358.aspx",7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1,7342,1
"Adolescent nutrition","The Effect of Unplanned Pregnancy among Women Collage in Wadajir Distract Moqdisho Somalia","Mohamed Hassan Mohamed","2021-02-01","https://www.en-net.org/question/4190.aspx",5051,0,5051,0,5051,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0,5052,0
"Adolescent nutrition","Webinar question: 'enabling environments' for adolescent health and nutrition","Stephanie Wrottesley","2021-03-03","https://www.en-net.org/question/4227.aspx",5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2,5063,2
"Adolescent nutrition","Webinar question: Are there guidelines for the use of food and nutrition in prevention and management of NCDs in adolescence in the context of school and at home?","NATASHA LELIJVELD","2021-03-04","https://www.en-net.org/question/4230.aspx",5185,1,5185,1,5185,1,5186,1,5187,1,5187,1,5187,1,5187,1,5187,1,5187,1,5187,1,5187,1,5187,1,5187,1,5187,1,5187,1,5187,1,5187,1
"Adolescent nutrition","Webinar question: can anyone share guidance to measure the dietary diversity for adolescents ?","Natasha Lelijveld","2021-03-09","https://www.en-net.org/question/4238.aspx",4746,0,4746,0,4746,0,4746,0,4746,0,4746,0,4746,0,4746,0,4746,0,4747,0,4747,0,4747,0,4747,0,4747,0,4747,0,4747,0,4747,0,4747,0
"Adolescent nutrition","Webinar question: Can you comment on how participatory activities for designing adolescent nutrition solutions can consider the gender and religious influences on adolescent nutrition ?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4255.aspx",5701,5,5701,5,5701,5,5701,5,5701,5,5701,5,5701,5,5701,5,5701,5,5701,5,5701,5,5701,5,5701,5,5701,5,5701,5,5702,5,5702,5,5702,5
"Adolescent nutrition","Webinar question: Could the appeal for using social media for improving nutrition knowledge and practices be different in urban areas vs. rural areas?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4254.aspx",4897,0,4897,0,4897,0,4897,0,4897,0,4897,0,4897,0,4897,0,4897,0,4897,0,4897,0,4897,0,4897,0,4897,0,4897,0,4897,0,4898,0,4898,0
"Adolescent nutrition","Webinar question: Given that our school curricular are loaded already, how best can nutrition education be dispensed in schools? What best practice evidence is there?","Stephanie Wrottesley","2021-03-11","https://www.en-net.org/question/4244.aspx",6199,7,6199,7,6199,7,6199,7,6199,7,6200,7,6200,7,6201,7,6201,7,6201,7,6201,7,6201,7,6201,7,6201,7,6201,7,6202,7,6202,7,6202,7
"Adolescent nutrition","Webinar question: How can an ethnographic, participatory approach to adolescent intervention be scaleable?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4253.aspx",5077,1,5077,1,5077,1,5077,1,5077,1,5077,1,5077,1,5077,1,5077,1,5077,1,5077,1,5077,1,5077,1,5077,1,5077,1,5077,1,5078,1,5078,1
"Adolescent nutrition","Webinar question: I would be interested to know about any work or insights into eating disorders amongst adolescents in LMICs?","Stephanie Wrottesley","2021-03-05","https://www.en-net.org/question/4234.aspx",4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0,4727,0
"Adolescent nutrition","Webinar question: Is there any attempt to use MUAC for adolescent?","NATASHA LELIJVELD","2021-03-02","https://www.en-net.org/question/4219.aspx",5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1,5189,1
"Adolescent nutrition","Webinar question: Is there information, or any studies, on nutrition status among adolescents living with HIV?","Stephanie Wrottesley","2021-03-05","https://www.en-net.org/question/4233.aspx",4706,0,4706,0,4706,0,4706,0,4706,0,4706,0,4706,0,4706,0,4706,0,4706,0,4706,0,4706,0,4706,0,4706,0,4707,0,4709,0,4709,0,4709,0
"Adolescent nutrition","Webinar question: What major interventions should we focus on to improve adolescent nutrition?","Natasha Lelijveld","2021-03-09","https://www.en-net.org/question/4239.aspx",5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1,5174,1
"Adolescent nutrition","Webinar question: What promising practices or evidence-based approaches have been effective in addressing adolescent anaemia?","NATASHA LELIJVELD","2021-03-04","https://www.en-net.org/question/4229.aspx",4954,1,4954,1,4954,1,4954,1,4954,1,4954,1,4954,1,4954,1,4954,1,4954,1,4954,1,4954,1,4954,1,4955,1,4955,1,4955,1,4956,1,4956,1
"Adolescent nutrition","Webinar question: What reference for z-scores should we use for adolescents?","NATASHA LELIJVELD","2021-03-02","https://www.en-net.org/question/4220.aspx",5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2,5081,2
"Adolescent nutrition","Weekly Iron Folate Supplementation for Adolescent (WIFS)","ISAAC WACHIRA","2022-01-19","https://www.en-net.org/question/4471.aspx",4529,10,4529,10,4529,10,4529,10,4529,10,4529,10,4529,10,4529,10,4529,10,4529,10,4530,10,4530,10,4531,10,4531,10,4531,10,4531,10,4531,10,4531,10
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Nigeria) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4848.aspx",975,NA,975,NA,975,NA,975,NA,975,NA,976,NA,976,NA,976,NA,976,NA,976,NA,976,NA,976,NA,976,NA,976,NA,976,NA,976,NA,976,NA,976,NA
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Sudan) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4849.aspx",822,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA,823,NA
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Yemen) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4850.aspx",1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA,1018,NA
"Announcements & Nutritionists needed","[Médecins du Monde France] REFERENT NUTRITION ET SANTE COMMUNAUTAIRE (H/F) - Haiti","MdM France","2011-03-30","https://www.en-net.org/question/387.aspx",10143,NA,10143,NA,10143,NA,10143,NA,10143,NA,10143,NA,10143,NA,10143,NA,10143,NA,10143,NA,10143,NA,10143,NA,10143,NA,10145,NA,10145,NA,10145,NA,10146,NA,10146,NA
"Announcements & Nutritionists needed","[Médecins du Monde France] REFERENT NUTRITION ET SANTE COMMUNAUTAIRE (H/F) - Haiti","MdM France","2011-03-30","https://www.en-net.org/question/388.aspx",10715,NA,10715,NA,10715,NA,10715,NA,10715,NA,10715,NA,10715,NA,10715,NA,10716,NA,10716,NA,10716,NA,10716,NA,10716,NA,10716,NA,10716,NA,10716,NA,10716,NA,10717,NA
"Announcements & Nutritionists needed","**URGENT: YEMEN NUTRITION ADVISOR - SAVE THE CHILDREN**","Nicki Connell","2014-07-04","https://www.en-net.org/question/1410.aspx",9755,NA,9755,NA,9755,NA,9755,NA,9755,NA,9755,NA,9755,NA,9755,NA,9755,NA,9755,NA,9755,NA,9755,NA,9755,NA,9755,NA,9755,NA,9756,NA,9756,NA,9756,NA
"Announcements & Nutritionists needed","1 Nutrition Advisor and 2 Nutrition Officers - LWR Burkina Faso","Marlene Traore-Hebie","2024-01-10","https://www.en-net.org/question/4995.aspx",1022,NA,1022,NA,1022,NA,1022,NA,1023,NA,1023,NA,1023,NA,1023,NA,1023,NA,1023,NA,1023,NA,1023,NA,1023,NA,1023,NA,1023,NA,1023,NA,1023,NA,1023,NA
"Announcements & Nutritionists needed","12 Nutrition Program Managers (junior) / 12 Chargés de projet en nutrition (junior)","Raphaël Jarrige","2012-02-24","https://www.en-net.org/question/655.aspx",9807,NA,9807,NA,9807,NA,9807,NA,9807,NA,9807,NA,9807,NA,9807,NA,9807,NA,9807,NA,9807,NA,9807,NA,9808,NA,9808,NA,9808,NA,9808,NA,9808,NA,9808,NA
"Announcements & Nutritionists needed","14-085: Community Mobilisation Advisor","Anonymous 1494","2014-02-05","https://www.en-net.org/question/1264.aspx",10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA,10634,NA
"Announcements & Nutritionists needed","15-333: Nutrition Coordinator","Anonymous 1494","2015-05-14","https://www.en-net.org/question/1732.aspx",9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9957,NA,9958,NA
"Announcements & Nutritionists needed","15-333: Nutrition Coordinator","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1768.aspx",10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10228,NA,10229,NA
"Announcements & Nutritionists needed","15-333/Nutrition Coordinator","Anonymous 1494","2015-05-07","https://www.en-net.org/question/1716.aspx",9565,NA,9565,NA,9565,NA,9565,NA,9565,NA,9565,NA,9565,NA,9565,NA,9566,NA,9566,NA,9566,NA,9566,NA,9567,NA,9567,NA,9567,NA,9567,NA,9567,NA,9567,NA
