"Theme","Topic","Views","Author","Posted","Link","Replies"
"Announcements & Nutritionists needed","Terms of Reference for Scoping Review - Adolescent-Friendly ANC in Pakistan",98,"Jen Hatchard",2023-12-22,"https://www.en-net.org/question/4988.aspx",NA
"Announcements & Nutritionists needed","Proposals requested for systems change evaluation of the youth voices project",107,"Natasha Lelijveld",2023-12-19,"https://www.en-net.org/question/4983.aspx",NA
"Announcements & Nutritionists needed","Event Reminder | Dec 15th Malnutrition Research Dissemination Event",204,"Heather Stobaugh",2023-12-11,"https://www.en-net.org/question/4977.aspx",NA
"Announcements & Nutritionists needed","Save the Children is recruiting a Senior Nutrition Advisor - Maternity Cover",398,"Emily Keane",2023-11-21,"https://www.en-net.org/question/4967.aspx",NA
"Announcements & Nutritionists needed","Vacancy - Senior Nutritionist (Maternity cover)",370,"Laura Delfino",2023-11-21,"https://www.en-net.org/question/4966.aspx",NA
"Announcements & Nutritionists needed","JOB POSTING: Nutrition Director, CARE",630,"Melissa Joy",2023-10-11,"https://www.en-net.org/question/4950.aspx",NA
"Announcements & Nutritionists needed","Survey to prioritize research on small-quantity lipid-based nutrient supplements (SQ-LNS)",498,"Stephanie Wrottesley",2023-09-28,"https://www.en-net.org/question/4946.aspx",NA
"Announcements & Nutritionists needed","WEBINAR SERIES: Dissemination and operationalization of the new WHO guidelines on prevention and management of wasting in Africa",1035,"Stephanie Wrottesley",2023-09-26,"https://www.en-net.org/question/4945.aspx",NA
"Announcements & Nutritionists needed","RESEARCH for NUTRITION, #R4NUT 2023, the International Scientific Conference by ACF",556,"Adélaïs de Roquefeuil",2023-09-19,"https://www.en-net.org/question/4942.aspx",NA
"Announcements & Nutritionists needed","REQUEST FOR PROPOSAL GRANT WRITER CONSULTANT ROSTER",475,"Jalaa Abdalrahman",2023-09-12,"https://www.en-net.org/question/4937.aspx",NA
"Announcements & Nutritionists needed","Expressions of interest to accelerate wasting treatment reform.",499,"Eilise Brennan",2023-09-07,"https://www.en-net.org/question/4932.aspx",NA
"Announcements & Nutritionists needed","CONSULTANCY ON CMAM COSTING EXERCISE SUPPORT TO NE NIGERIA",504,"Jalaa Abdalrahman",2023-08-17,"https://www.en-net.org/question/4926.aspx",NA
"Announcements & Nutritionists needed","CONSULTANT IN MODERATE ACUTE MALNUTRITION - SERVICE CONTRACT",691,"Jalaa Abdalrahman",2023-08-17,"https://www.en-net.org/question/4925.aspx",NA
"Announcements & Nutritionists needed","Job Opportunity - Humanitarian Manager, Knowledge Management and Communications, MIYCN-E",756,"Virginie Jouanicot",2023-08-08,"https://www.en-net.org/question/4920.aspx",NA
"Announcements & Nutritionists needed","RFP Small grants program for Micronutrient Data and Interventions",508,"Megan Bourassa",2023-08-04,"https://www.en-net.org/question/4916.aspx",NA
"Announcements & Nutritionists needed","Programme Specialist - Gender and Nutrition",831,"Stephanie Wrottesley",2023-07-19,"https://www.en-net.org/question/4906.aspx",NA
"Announcements & Nutritionists needed","International Consultant: West Africa regional landscape analysis of nutritional & health management of infants at risk of poor growth and development",730,"Stephanie Wrottesley",2023-07-18,"https://www.en-net.org/question/4902.aspx",NA
"Announcements & Nutritionists needed","WEBINAR: management section of WHO guideline on the prevention and management of wasting and nutritional oedema (acute malnutrition)",518,"Stephanie Wrottesley",2023-07-18,"https://www.en-net.org/question/4901.aspx",NA
"Announcements & Nutritionists needed","Research paper on: Addressing overweight and obesity in LMICs in the realm of rural development and food systems",705,"International Fund for Agricultural Development (IFAD)",2023-07-07,"https://www.en-net.org/question/4900.aspx",NA
"Announcements & Nutritionists needed","ACF is recruiting a Research and Learning Coordinator position",711,"Heather Stobaugh",2023-06-27,"https://www.en-net.org/question/4897.aspx",NA
"Announcements & Nutritionists needed","Opportunity: Senior Humanitarian Adviser, IYCF-E",749,"Sarah O'Flynn",2023-06-13,"https://www.en-net.org/question/4888.aspx",NA
