"Theme","Topic","Author","Posted","Link","Views_20240607_005820","Replies_20240607_005820","Views_20240607_021120","Replies_20240607_021120","Views_20240607_024517","Replies_20240607_024517","Views_20240607_032631","Replies_20240607_032631","Views_20240607_042818","Replies_20240607_042818","Views_20240607_052638","Replies_20240607_052638","Views_20240607_062917","Replies_20240607_062917","Views_20240607_072458","Replies_20240607_072458","Views_20240607_082811","Replies_20240607_082811","Views_20240607_092556","Replies_20240607_092556","Views_20240607_102544","Replies_20240607_102544","Views_20240607_112331","Replies_20240607_112331","Views_20240607_123507","Replies_20240607_123507","Views_20240607_132747","Replies_20240607_132747","Views_20240607_142614","Replies_20240607_142614","Views_20240607_152459","Replies_20240607_152459","Views_20240607_162721","Replies_20240607_162721","Views_20240607_172436","Replies_20240607_172436","Views_20240607_182841","Replies_20240607_182841","Views_20240607_192422","Replies_20240607_192422","Views_20240607_202438","Replies_20240607_202438","Views_20240607_212558","Replies_20240607_212558"
"Adolescent nutrition","adolescent malnutrition","Anonymous 23844","2018-06-21","https://www.en-net.org/question/3362.aspx",7428,1,7428,1,7429,1,7429,1,7429,1,7429,1,7429,1,7429,1,7429,1,7429,1,7429,1,7429,1,7429,1,7429,1,7430,1,7430,1,7431,1,7431,1,7431,1,7432,1,7432,1,7432,1
"Adolescent nutrition","adolescent malnutrition","Anonymous 23844","2018-06-21","https://www.en-net.org/question/3363.aspx",7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7448,1,7449,1,7449,1,7450,1,7450,1,7450,1
"Adolescent nutrition","Adolescent nutrition indicators: which ones should be included in surveys?","Natasha Lelijveld","2022-06-07","https://www.en-net.org/question/4584.aspx",1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1488,0,1489,0,1489,0
"Adolescent nutrition","Adolescent Nutrition Needs during Menstruation Period","Sandra Phiri","2022-11-18","https://www.en-net.org/question/4718.aspx",1254,1,1256,1,1256,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1257,1,1258,1,1258,1
"Adolescent nutrition","adolescent school age nutrition education","Anonymous 23844","2018-07-04","https://www.en-net.org/question/3373.aspx",6930,1,6930,1,6930,1,6930,1,6930,1,6930,1,6930,1,6930,1,6930,1,6930,1,6930,1,6930,1,6930,1,6930,1,6931,1,6931,1,6932,1,6932,1,6932,1,6933,1,6933,1,6933,1
"Adolescent nutrition","Adolescent school age nutrition education","Tamsin","2018-08-01","https://www.en-net.org/question/3403.aspx",6955,3,6955,3,6955,3,6955,3,6955,3,6955,3,6955,3,6955,3,6955,3,6956,3,6956,3,6956,3,6956,3,6956,3,6956,3,6956,3,6956,3,6956,3,6956,3,6957,3,6957,3,6957,3
"Adolescent nutrition","Adolescent-Friendly ANC in Pakistan - RFP for Formative Research","Jen","2024-02-12","https://www.en-net.org/question/5012.aspx",379,0,379,0,379,0,379,0,379,0,379,0,379,0,379,0,379,0,379,0,379,0,379,0,379,0,380,0,381,0,381,0,381,0,381,0,381,0,381,0,382,0,382,0
"Adolescent nutrition","Age group of adolescents","Anonymous 35931","2020-02-15","https://www.en-net.org/question/3853.aspx",6009,1,6009,1,6009,1,6009,1,6009,1,6009,1,6009,1,6009,1,6009,1,6009,1,6009,1,6009,1,6009,1,6010,1,6010,1,6010,1,6010,1,6011,1,6011,1,6012,1,6012,1,6012,1
"Adolescent nutrition","anthropometry for adolescents?","Emily Mates","2018-06-29","https://www.en-net.org/question/3371.aspx",7306,2,7306,2,7306,2,7306,2,7306,2,7306,2,7306,2,7306,2,7306,2,7306,2,7306,2,7307,2,7307,2,7308,2,7308,2,7309,2,7309,2,7310,2,7310,2,7311,2,7311,2,7311,2
"Adolescent nutrition","Assessing nutrition knowledge in adolescents","Ursula Truebswasser","2018-07-25","https://www.en-net.org/question/3391.aspx",7321,3,7321,3,7321,3,7321,3,7321,3,7321,3,7321,3,7322,3,7322,3,7322,3,7322,3,7322,3,7322,3,7322,3,7322,3,7322,3,7322,3,7323,3,7323,3,7324,3,7324,3,7324,3
"Adolescent nutrition","Cut off BMI for adolescents up to 19 years old","Anonymous 35931","2021-08-22","https://www.en-net.org/question/4383.aspx",4638,1,4638,1,4638,1,4638,1,4638,1,4638,1,4638,1,4639,1,4639,1,4640,1,4640,1,4640,1,4640,1,4640,1,4641,1,4641,1,4641,1,4641,1,4641,1,4642,1,4642,1,4642,1
"Adolescent nutrition","health education intervention among adolescent girls","Anonymous 23844","2018-06-19","https://www.en-net.org/question/3357.aspx",6945,1,6945,1,6945,1,6945,1,6945,1,6945,1,6945,1,6945,1,6946,1,6946,1,6946,1,6946,1,6947,1,6947,1,6947,1,6947,1,6947,1,6947,1,6947,1,6949,1,6949,1,6949,1
"Adolescent nutrition","Is dietary diversity score-Women a good score for adolescents?","Anonymous 35931","2023-09-07","https://www.en-net.org/question/4933.aspx",695,1,696,1,696,1,697,1,697,1,697,1,697,1,697,1,697,1,697,1,697,1,697,1,698,1,698,1,698,1,698,1,698,1,698,1,698,1,698,1,699,1,700,1
"Adolescent nutrition","Is there any example of adolescent inclusive nutrition programming in general and in Covid19 situation in particular?  - COVID-19","Aisha Fatima","2020-06-12","https://www.en-net.org/question/4006.aspx",6252,1,6252,1,6252,1,6252,1,6252,1,6252,1,6252,1,6252,1,6252,1,6252,1,6252,1,6252,1,6252,1,6252,1,6253,1,6253,1,6253,1,6253,1,6253,1,6254,1,6254,1,6254,1
"Adolescent nutrition","Launch of research on adolescent health and nutrition","Jo Lofthouse","2018-05-23","https://www.en-net.org/question/3330.aspx",7346,0,7346,0,7346,0,7346,0,7346,0,7346,0,7346,0,7346,0,7346,0,7346,0,7346,0,7346,0,7347,0,7347,0,7347,0,7347,0,7347,0,7348,0,7348,0,7349,0,7350,0,7351,0
"Adolescent nutrition","Mobilisation strategy to achieve adolescents targets","Najma ayub","2024-02-05","https://www.en-net.org/question/5008.aspx",450,4,450,4,450,4,450,4,450,4,450,4,450,4,450,4,450,4,450,4,450,4,450,4,450,4,450,4,451,4,452,4,452,4,452,4,452,4,452,4,454,4,455,4
